学习动机,自我效能感,自我调节,教师支持,课程资源,平台支持,同伴支持
0.12128152903228985,0.2908191656150596,0.16308175894065763,0.05003800467128504,0.14565473487785216,0.14023999914806592,0.08888480771478983
