9,3.75,3.5,3.1667,3.7143,3.25,3.7143,4.0
10,3.625,3.8333,3.5,3.8571,4.25,3.7143,4.5
14,3.875,2.1667,3.5,4.7143,3.5,4.4286,4.6667
9,3.5,3.5,3.5,3.1429,3.5,3.1429,3.6667
10,3.625,3.6667,3.6667,3.8571,3.5,4.0,3.8333
13,4.25,4.0,3.5,4.2857,2.75,3.4286,2.6667
9,3.25,3.1667,3.1667,3.5714,3.5,2.7143,4.0
12,4.25,4.5,4.3333,3.8571,3.5,3.8571,4.5
15,3.375,2.8333,2.1667,3.0,3.0,4.0,2.8333
12,3.25,4.0,4.0,4.1429,3.75,3.8571,4.0
12,2.5,3.5,3.0,4.0,3.75,4.0,3.1667
13,3.375,3.3333,3.1667,4.0,3.5,3.8571,4.5
6,1.875,1.6667,2.1667,2.5714,2.5,2.5714,4.0
15,3.125,3.6667,3.1667,4.7143,4.5,4.4286,4.0
12,3.875,4.3333,5.0,4.5714,4.0,4.0,4.0
13,3.25,3.0,3.5,4.5714,2.75,3.2857,3.3333
12,3.625,4.1667,4.1667,4.4286,5.0,5.0,5.0
3,3.375,2.5,3.0,2.5714,3.5,2.4286,1.6667
9,3.5,2.6667,2.6667,4.4286,4.75,3.5714,4.1667
12,3.375,3.0,3.3333,4.8571,4.0,3.8571,4.0
15,4.5,3.6667,2.6667,3.8571,4.5,4.2857,4.8333
9,4.0,3.3333,5.0,4.4286,5.0,4.4286,5.0
12,3.625,3.3333,3.8333,3.5714,3.75,3.8571,5.0
6,3.875,4.6667,4.0,4.0,4.5,4.4286,4.8333
11,4.0,4.0,4.0,4.1429,3.75,5.0,5.0
13,4.5,4.6667,4.3333,4.4286,5.0,5.0,4.0
11,3.375,4.3333,4.5,4.5714,4.75,4.7143,4.3333
